pair_id	protein_A	protein_B	label	data_source	evidence_type	label_scope	complex_id_A	complex_id_B	length_A	length_B
PP_POS__5C7X_A_l__5C7X_HL_r	5C7X_A_l	5C7X_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5C7X	5C7X	121	423
PP_POS__5E5M_A_l__5E5M_A_r	5E5M_A_l	5E5M_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5E5M	5E5M	116	113
PP_POS__5GRJ_A_l__5GRJ_HL_r	5GRJ_A_l	5GRJ_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5GRJ	5GRJ	212	433
PP_POS__5HGG_A_l__5HGG_A_r	5HGG_A_l	5HGG_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5HGG	5HGG	246	126
PP_POS__5HYS_AB_l__5HYS_HL_r	5HYS_AB_l	5HYS_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5HYS	5HYS	425	437
PP_POS__5JMO_A_l__5JMO_A_r	5JMO_A_l	5JMO_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5JMO	5JMO	472	117
PP_POS__5KOV_AB_l__5KOV_HL_r	5KOV_AB_l	5KOV_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5KOV	5KOV	441	424
PP_POS__5O1R_A_l__5O1R_HL_r	5O1R_A_l	5O1R_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5O1R	5O1R	152	435
PP_POS__5WHK_AB_l__5WHK_HL_r	5WHK_AB_l	5WHK_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5WHK	5WHK	362	428
PP_POS__5WUX_CBA_l__5WUX_HL_r	5WUX_CBA_l	5WUX_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5WUX	5WUX	456	433
PP_POS__5X0T_A_l__5X0T_AB_r	5X0T_AB_r	5X0T_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	5X0T	5X0T	428	181
PP_POS__5Y9J_ABC_l__5Y9J_HL_r	5Y9J_ABC_l	5Y9J_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5Y9J	5Y9J	432	425
PP_POS__6A0Z_A_l__6A0Z_AB_r	6A0Z_AB_r	6A0Z_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	6A0Z	6A0Z	437	322
PP_POS__6A77_A_l__6A77_HL_r	6A77_A_l	6A77_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6A77	6A77	92	425
PP_POS__6AL0_A_l__6AL0_AB_r	6AL0_AB_r	6AL0_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	6AL0	6AL0	418	185
PP_POS__6B0S_A_l__6B0S_HL_r	6B0S_A_l	6B0S_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6B0S	6B0S	71	433
PP_POS__6BPC_A_l__6BPC_AB_r	6BPC_AB_r	6BPC_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	6BPC	6BPC	421	303
PP_POS__6DBG_A_l__6DBG_A_r	6DBG_A_l	6DBG_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6DBG	6DBG	291	123
PP_POS__7CEI_B_l__7CEI_D_r	7CEI_B_l	7CEI_D_r	1	pp_prepared	same_complex_structure_positive	structural_positive	7CEI	7CEI	131	87
PP_POS__9QFW_AB_l__9QFW_HL_r	9QFW_AB_l	9QFW_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	9QFW	9QFW	196	224
PP_POS__BOYV_A_l__BOYV_A_r	BOYV_A_l	BOYV_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	BOYV	BOYV	115	274
PP_POS__BP57_A_l__BP57_AB_r	BP57_AB_r	BP57_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	BP57	BP57	180	109
PP_POS__CP57_A_l__CP57_AB_r	CP57_AB_r	CP57_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	CP57	CP57	180	109
PP_NEG__1A2K_A_l__BOYV_A_r	1A2K_A_l	BOYV_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1A2K	BOYV	202	274
PP_NEG__1AHW_A_l__1NSN_LH_r	1AHW_A_l	1NSN_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AHW	1NSN	202	427
PP_NEG__1AK4_A_l__5C7X_HL_r	1AK4_A_l	5C7X_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AK4	5C7X	146	423
PP_NEG__1AKJ_AB_l__3SZK_AB_r	1AKJ_AB_l	3SZK_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AKJ	3SZK	228	287
PP_NEG__1AY7_B_l__2SIC_A_r	1AY7_B_l	2SIC_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AY7	2SIC	89	275
PP_NEG__1AZS_A_l__1LFD_A_r	1AZS_A_l	1LFD_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AZS	1LFD	335	166
PP_NEG__1BGX_A_l__3K75_A_r	1BGX_A_l	3K75_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BGX	3K75	807	242
PP_NEG__1BJ1_GH_l__1D6R_A_r	1BJ1_GH_l	1D6R_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BJ1	1D6R	189	223
PP_NEG__1BUH_A_l__4FZA_A_r	1BUH_A_l	4FZA_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BUH	4FZA	76	304
PP_NEG__1BVN_A_l__6AL0_AB_r	1BVN_A_l	6AL0_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BVN	6AL0	74	418
PP_NEG__1CLV_A_l__2O3B_A_r	1CLV_A_l	2O3B_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1CLV	2O3B	32	239
PP_NEG__1D6R_A_l__1BJ1_LH_r	1BJ1_LH_r	1D6R_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BJ1	1D6R	431	58
PP_NEG__1DFJ_A_l__1GRN_A_r	1DFJ_A_l	1GRN_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DFJ	1GRN	456	190
PP_NEG__1DQJ_A_l__2J7P_A_r	1DQJ_A_l	2J7P_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DQJ	2J7P	129	294
PP_NEG__1E4K_A_l__5Y9J_HL_r	1E4K_A_l	5Y9J_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E4K	5Y9J	173	425
PP_NEG__1E6J_A_l__1K74_AB_r	1E6J_A_l	1K74_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E6J	1K74	72	235
PP_NEG__1E96_A_l__1QFW_IM_r	1E96_A_l	1QFW_IM_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E96	1QFW	192	229
PP_NEG__1EAW_A_l__3SGQ_E_r	1EAW_A_l	3SGQ_E_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EAW	3SGQ	58	185
PP_NEG__1EER_AB_l__BP57_AB_r	1EER_AB_l	BP57_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EER	BP57	414	180
PP_NEG__1EFN_A_l__1GL1_1_r	1EFN_A_l	1GL1_1_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EFN	1GL1	57	236
PP_NEG__1EXB_ABCD_l__1VFB_AB_r	1EXB_ABCD_l	1VFB_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EXB	1VFB	396	224
PP_NEG__1EZU_AB_l__4FQI_HL_r	1EZU_AB_l	4FQI_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EZU	4FQI	284	434
PP_NEG__1F51_C_l__3MXW_LH_r	1F51_C_l	3MXW_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1F51	3MXW	121	432
PP_NEG__1F6M_A_l__1XU1_ABD_r	1F6M_A_l	1XU1_ABD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1F6M	1XU1	108	404
PP_NEG__1FAK_B_l__5JMO_A_r	1FAK_B_l	5JMO_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FAK	5JMO	182	117
PP_NEG__1FC2_A_l__1T6B_A_r	1FC2_A_l	1T6B_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FC2	1T6B	207	665
PP_NEG__1FCC_A_l__1RLB_ABCD_r	1FCC_A_l	1RLB_ABCD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FCC	1RLB	56	456
PP_NEG__1FFW_A_l__2C0L_A_r	1FFW_A_l	2C0L_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FFW	2C0L	69	302
PP_NEG__1FLE_A_l__1JZD_AB_r	1FLE_A_l	1JZD_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FLE	1JZD	47	431
PP_NEG__1FQ1_A_l__7CEI_D_r	1FQ1_A_l	7CEI_D_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FQ1	7CEI	290	87
PP_NEG__1FSK_A_l__1R8S_A_r	1FSK_A_l	1R8S_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FSK	1R8S	159	180
PP_NEG__1GHQ_A_l__4LW4_AB_r	1GHQ_A_l	4LW4_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GHQ	4LW4	130	798
PP_NEG__1GL1_A_l__1EFN_A_r	1EFN_A_r	1GL1_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EFN	1GL1	99	34
PP_NEG__1GLA_A_l__3L89_ABC_r	1GLA_A_l	3L89_ABC_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GLA	3L89	150	550
PP_NEG__1GP2_DH_l__CP57_AB_r	1GP2_DH_l	CP57_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GP2	CP57	405	180
PP_NEG__1GPW_F_l__1K4C_AB_r	1GPW_F_l	1K4C_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GPW	1K4C	200	431
PP_NEG__1GRN_A_l__1DFJ_B_r	1DFJ_B_r	1GRN_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DFJ	1GRN	124	189
PP_NEG__1GXD_A_l__2NZ8_A_r	1GXD_A_l	2NZ8_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GXD	2NZ8	182	305
PP_NEG__1H1V_B_l__2BTF_B_r	1H1V_B_l	2BTF_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1H1V	2BTF	729	371
PP_NEG__1H9D_A_l__1IBR_A_r	1H9D_A_l	1IBR_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1H9D	1IBR	141	184
PP_NEG__1HCF_X_l__2OOR_AB_r	1HCF_X_l	2OOR_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HCF	2OOR	86	729
PP_NEG__1HE8_A_l__3WD5_HL_r	1HE8_A_l	3WD5_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HE8	3WD5	166	423
PP_NEG__1I2M_A_l__2YVJ_A_r	1I2M_A_l	2YVJ_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I2M	2YVJ	401	401
PP_NEG__1I9R_LH_l__1JMO_A_r	1I9R_LH_l	1JMO_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I9R	1JMO	434	386
PP_NEG__1IB1_A_l__5WHK_HL_r	1IB1_A_l	5WHK_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IB1	5WHK	166	428
PP_NEG__1IBR_A_l__1H9D_A_r	1H9D_A_r	1IBR_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1H9D	1IBR	114	440
PP_NEG__1IJK_A_l__1OFU_AB_r	1IJK_A_l	1OFU_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IJK	1OFU	208	238
PP_NEG__1IRA_1_l__3VLB_A_r	1IRA_1_l	3VLB_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IRA	3VLB	145	412
PP_NEG__1JK9_A_l__5X0T_AB_r	1JK9_A_l	5X0T_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JK9	5X0T	153	428
PP_NEG__1JMO_HL_l__1I9R_ABC_r	1I9R_ABC_r	1JMO_HL_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I9R	1JMO	438	278
PP_NEG__1JPS_B_l__3LVK_AB_r	1JPS_B_l	3LVK_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JPS	3LVK	182	787
PP_NEG__1JWH_A_l__3SE8_HL_r	1JWH_A_l	3SE8_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JWH	3SE8	328	440
PP_NEG__1JZD_A_l__1FLE_A_r	1FLE_A_r	1JZD_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FLE	1JZD	240	116
PP_NEG__1K4C_A_l__1GPW_D_r	1GPW_D_r	1K4C_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GPW	1K4C	253	97
PP_NEG__1K5D_B_l__5HGG_A_r	1K5D_B_l	5HGG_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1K5D	5HGG	343	126
PP_NEG__1K74_A_l__1E6J_LH_r	1E6J_LH_r	1K74_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E6J	1K74	429	272
PP_NEG__1KAC_B_l__5WUX_HL_r	1KAC_B_l	5WUX_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KAC	5WUX	121	433
PP_NEG__1KLU_A_l__2OZA_A_r	1KLU_A_l	2OZA_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KLU	2OZA	238	329
PP_NEG__1KTZ_A_l__2UUY_A_r	1KTZ_A_l	2UUY_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KTZ	2UUY	105	223
PP_NEG__1KXP_B_l__1ZHI_A_r	1KXP_B_l	1ZHI_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KXP	1ZHI	453	203
PP_NEG__1LFD_A_l__1AZS_AB_r	1AZS_AB_r	1LFD_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AZS	1LFD	353	87
PP_NEG__1M10_B_l__2PCC_A_r	1M10_B_l	2PCC_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1M10	2PCC	266	293
PP_NEG__1M27_A_l__2I9B_A_r	1M27_A_l	2I9B_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1M27	2I9B	57	268
PP_NEG__1MAH_A_l__2O8V_A_r	1MAH_A_l	2O8V_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MAH	2O8V	61	215
PP_NEG__1ML0_A_l__4DN4_LH_r	1ML0_A_l	4DN4_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ML0	4DN4	71	425
PP_NEG__1MLC_A_l__1OYV_A_r	1MLC_A_l	1OYV_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MLC	1OYV	129	274
PP_NEG__1MQ8_A_l__1S1Q_A_r	1MQ8_A_l	1S1Q_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MQ8	1S1Q	173	143
PP_NEG__1N2C_AB_l__2HMI_AB_r	1N2C_AB_l	2HMI_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1N2C	2HMI	575	979
PP_NEG__1NCA_A_l__2MTA_MJ_r	1NCA_A_l	2MTA_MJ_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1NCA	2MTA	388	480
PP_NEG__1NSN_A_l__1AHW_LH_r	1AHW_LH_r	1NSN_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AHW	1NSN	428	137
PP_NEG__1OFU_A_l__1IJK_AB_r	1IJK_AB_r	1OFU_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IJK	1OFU	254	306
PP_NEG__1OYV_A_l__1MLC_AB_r	1MLC_AB_r	1OYV_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MLC	1OYV	432	115
PP_NEG__1PVH_A_l__4H03_A_r	1PVH_A_l	4H03_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1PVH	4H03	159	411
PP_NEG__1PXV_A_l__2HQS_A_r	1PXV_A_l	2HQS_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1PXV	2HQS	111	397
PP_NEG__1QFW_AB_l__1E96_A_r	1E96_A_r	1QFW_AB_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E96	1QFW	183	196
PP_NEG__1R6Q_A_l__3BX7_A_r	1R6Q_A_l	3BX7_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1R6Q	3BX7	89	167
PP_NEG__1R8S_E_l__1FSK_BC_r	1FSK_BC_r	1R8S_E_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FSK	1R8S	434	195
PP_NEG__1RKE_A_l__1WEJ_LH_r	1RKE_A_l	1WEJ_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1RKE	1WEJ	163	433
PP_NEG__1RLB_A_l__1FCC_AB_r	1FCC_AB_r	1RLB_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FCC	1RLB	414	175
PP_NEG__1S1Q_A_l__1MQ8_A_r	1MQ8_A_r	1S1Q_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MQ8	1S1Q	185	70
PP_NEG__1S78_A_l__2FJU_X_r	1S78_A_l	2FJU_X_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1S78	2FJU	506	708
PP_NEG__1SBB_A_l__1ZM4_C_r	1SBB_A_l	1ZM4_C_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1SBB	1ZM4	239	825
PP_NEG__1SYX_A_l__2VDB_A_r	1SYX_A_l	2VDB_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1SYX	2VDB	62	582
PP_NEG__1T6B_X_l__1FC2_A_r	1FC2_A_r	1T6B_X_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FC2	1T6B	60	181
PP_NEG__1TMQ_A_l__6DBG_A_r	1TMQ_A_l	6DBG_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1TMQ	6DBG	117	123
PP_NEG__1US7_A_l__2GTP_A_r	1US7_A_l	2GTP_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1US7	2GTP	129	313
PP_NEG__1VFB_A_l__1EXB_ABCD_r	1EXB_ABCD_r	1VFB_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EXB	1VFB	1300	129
PP_NEG__1WEJ_A_l__1RKE_A_r	1RKE_A_r	1WEJ_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1RKE	1WEJ	259	104
PP_NEG__1XD3_A_l__1YVB_A_r	1XD3_A_l	1YVB_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1XD3	1YVB	70	241
PP_NEG__1XQS_A_l__4DW2_AB_r	1XQS_A_l	4DW2_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1XQS	4DW2	193	427
PP_NEG__1XU1_A_l__1F6M_A_r	1F6M_A_r	1XU1_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1F6M	1XU1	317	39
PP_NEG__1Y64_A_l__2B42_X_r	1Y64_A_l	2B42_X_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1Y64	2B42	360	362
PP_NEG__1YVB_I_l__1XD3_A_r	1XD3_A_r	1YVB_I_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1XD3	1YVB	206	108
PP_NEG__1ZHI_A_l__1KXP_B_r	1KXP_B_r	1ZHI_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KXP	1ZHI	371	114
PP_NEG__1ZLI_A_l__3DAW_A_r	1ZLI_A_l	3DAW_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ZLI	3DAW	75	363
PP_NEG__1ZM4_A_l__1SBB_A_r	1SBB_A_r	1ZM4_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1SBB	1ZM4	238	204
PP_NEG__2A1A_A_l__6A77_HL_r	2A1A_A_l	6A77_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2A1A	6A77	174	425
PP_NEG__2A9K_X_l__2J0T_A_r	2A9K_X_l	2J0T_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2A9K	2J0T	201	157
PP_NEG__2ABZ_A_l__4G6J_HL_r	2ABZ_A_l	4G6J_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2ABZ	4G6J	62	430
PP_NEG__2B42_A_l__1Y64_A_r	1Y64_A_r	2B42_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1Y64	2B42	411	185
PP_NEG__2BTF_A_l__1H1V_B_r	1H1V_B_r	2BTF_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1H1V	2BTF	371	139
PP_NEG__2C0L_A_l__1FFW_A_r	1FFW_A_r	2C0L_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FFW	2C0L	128	123
PP_NEG__2FJU_A_l__1S78_HL_r	1S78_HL_r	2FJU_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1S78	2FJU	436	183
PP_NEG__2G77_A_l__3HMX_LH_r	2G77_A_l	3HMX_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2G77	3HMX	165	432
PP_NEG__2GTP_A_l__1US7_A_r	1US7_A_r	2GTP_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1US7	2GTP	207	134
PP_NEG__2HMI_CD_l__1N2C_ABCD_r	1N2C_ABCD_r	2HMI_CD_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1N2C	2HMI	1979	434
PP_NEG__2HQS_A_l__1PXV_A_r	1PXV_A_r	2HQS_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1PXV	2HQS	175	108
PP_NEG__2HRK_A_l__4M3K_A_r	2HRK_A_l	4M3K_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2HRK	4M3K	103	116
PP_NEG__2I9B_A_l__1M27_AB_r	1M27_AB_r	2I9B_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1M27	2I9B	115	123
PP_NEG__2IDO_A_l__3L5W_LH_r	2IDO_A_l	3L5W_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2IDO	3L5W	66	429
PP_NEG__2J0T_A_l__2A9K_A_r	2A9K_A_r	2J0T_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2A9K	2J0T	168	126
PP_NEG__2J7P_D_l__1DQJ_CD_r	1DQJ_CD_r	2J7P_D_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DQJ	2J7P	424	259
PP_NEG__2JEL_A_l__3EO1_AB_r	2JEL_A_l	3EO1_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2JEL	3EO1	85	435
PP_NEG__2MTA_A_l__1NCA_LH_r	1NCA_LH_r	2MTA_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1NCA	2MTA	435	105
PP_NEG__2NZ8_A_l__1GXD_A_r	1GXD_A_r	2NZ8_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GXD	2NZ8	619	183
PP_NEG__2O3B_A_l__1CLV_A_r	1CLV_A_r	2O3B_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1CLV	2O3B	470	135
