pair_id	protein_A	protein_B	label	data_source	evidence_type	label_scope	complex_id_A	complex_id_B	length_A	length_B	split
PP_POS__2NZ8_A_l__2NZ8_A_r	2NZ8_A_l	2NZ8_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2NZ8	2NZ8	183	305	train
PP_POS__2O3B_A_l__2O3B_A_r	2O3B_A_l	2O3B_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2O3B	2O3B	135	239	train
PP_POS__2O8V_A_l__2O8V_A_r	2O8V_A_l	2O8V_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2O8V	2O8V	108	215	train
PP_POS__2OOB_A_l__2OOB_A_r	2OOB_A_l	2OOB_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2OOB	2OOB	70	41	train
PP_POS__2OOR_A_l__2OOR_AB_r	2OOR_AB_r	2OOR_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	2OOR	2OOR	729	175	train
PP_POS__2OT3_A_l__2OT3_A_r	2OT3_A_l	2OT3_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2OT3	2OT3	165	245	test
PP_POS__2OUL_A_l__2OUL_A_r	2OUL_A_l	2OUL_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2OUL	2OUL	110	236	train
PP_POS__2OZA_X_l__2OZA_A_r	2OZA_A_r	2OZA_X_l	1	pp_prepared	same_complex_structure_positive	structural_positive	2OZA	2OZA	329	282	train
PP_POS__2PCC_A_l__2PCC_A_r	2PCC_A_l	2PCC_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2PCC	2PCC	108	293	train
PP_POS__2SIC_A_l__2SIC_A_r	2SIC_A_l	2SIC_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2SIC	2SIC	108	275	train
PP_POS__2SNI_I_l__2SNI_A_r	2SNI_A_r	2SNI_I_l	1	pp_prepared	same_complex_structure_positive	structural_positive	2SNI	2SNI	274	65	test
PP_POS__2UUY_A_l__2UUY_A_r	2UUY_A_l	2UUY_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2UUY	2UUY	55	223	train
PP_POS__2VDB_A_l__2VDB_A_r	2VDB_A_l	2VDB_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2VDB	2VDB	56	582	train
PP_POS__2VIS_A_l__2VIS_LH_r	2VIS_A_l	2VIS_LH_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2VIS	2VIS	320	431	train
PP_POS__2VXT_A_l__2VXT_HL_r	2VXT_A_l	2VXT_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2VXT	2VXT	157	430	val
PP_POS__2W9E_A_l__2W9E_HL_r	2W9E_A_l	2W9E_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2W9E	2W9E	104	425	train
PP_POS__2X9A_A_l__2X9A_A_r	2X9A_A_l	2X9A_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2X9A	2X9A	62	102	val
PP_POS__2YVJ_A_l__2YVJ_A_r	2YVJ_A_l	2YVJ_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2YVJ	2YVJ	108	401	train
PP_POS__2Z0E_A_l__2Z0E_A_r	2Z0E_A_l	2Z0E_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	2Z0E	2Z0E	116	319	val
PP_POS__3A4S_A_l__3A4S_A_r	3A4S_A_l	3A4S_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3A4S	3A4S	79	158	val
PP_POS__3AAA_A_l__3AAA_AB_r	3AAA_AB_r	3AAA_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3AAA	3AAA	512	118	test
PP_POS__3AAD_A_l__3AAD_A_r	3AAD_A_l	3AAD_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3AAD	3AAD	156	267	train
PP_POS__3BIW_A_l__3BIW_A_r	3BIW_A_l	3BIW_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3BIW	3BIW	182	555	train
PP_POS__3BP8_A_l__3BP8_AB_r	3BP8_AB_r	3BP8_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3BP8	3BP8	746	74	train
PP_POS__3BX7_A_l__3BX7_A_r	3BX7_A_l	3BX7_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3BX7	3BX7	121	167	train
PP_POS__3CPH_C_l__3CPH_G_r	3CPH_C_l	3CPH_G_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3CPH	3CPH	164	437	train
PP_POS__3D5S_A_l__3D5S_A_r	3D5S_A_l	3D5S_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3D5S	3D5S	61	294	train
PP_POS__3DAW_A_l__3DAW_A_r	3DAW_A_l	3DAW_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3DAW	3DAW	142	363	train
PP_POS__3EO1_AB_l__3EO1_AB_r	3EO1_AB_l	3EO1_AB_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3EO1	3EO1	224	435	train
PP_POS__3EOA_A_l__3EOA_LH_r	3EOA_A_l	3EOA_LH_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3EOA	3EOA	180	427	val
PP_POS__3F1P_A_l__3F1P_A_r	3F1P_A_l	3F1P_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3F1P	3F1P	119	114	val
PP_POS__3FN1_A_l__3FN1_A_r	3FN1_A_l	3FN1_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3FN1	3FN1	97	173	train
PP_POS__3G6D_A_l__3G6D_LH_r	3G6D_A_l	3G6D_LH_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3G6D	3G6D	113	432	val
PP_POS__3H11_A_l__3H11_A_r	3H11_A_l	3H11_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3H11	3H11	208	241	test
PP_POS__3H2V_A_l__3H2V_A_r	3H2V_A_l	3H2V_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3H2V	3H2V	88	163	train
PP_POS__3HI6_A_l__3HI6_HL_r	3HI6_A_l	3HI6_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3HI6	3HI6	179	430	val
PP_POS__3HMX_AB_l__3HMX_LH_r	3HMX_AB_l	3HMX_LH_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3HMX	3HMX	415	432	train
PP_POS__3K75_A_l__3K75_A_r	3K75_A_l	3K75_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3K75	3K75	152	242	train
PP_POS__3L5W_A_l__3L5W_LH_r	3L5W_A_l	3L5W_LH_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3L5W	3L5W	113	429	train
PP_POS__3L89_A_l__3L89_ABC_r	3L89_ABC_r	3L89_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3L89	3L89	550	126	train
PP_POS__3LVK_A_l__3LVK_AB_r	3LVK_AB_r	3LVK_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3LVK	3LVK	787	81	train
PP_POS__3MJ9_A_l__3MJ9_HL_r	3MJ9_A_l	3MJ9_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3MJ9	3MJ9	227	420	train
PP_POS__3MXW_A_l__3MXW_LH_r	3MXW_A_l	3MXW_LH_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3MXW	3MXW	164	432	train
PP_POS__3P57_A_l__3P57_AB_r	3P57_AB_r	3P57_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3P57	3P57	180	109	train
PP_POS__3PC8_A_l__3PC8_A_r	3PC8_A_l	3PC8_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3PC8	3PC8	80	99	val
PP_POS__3R9A_A_l__3R9A_AB_r	3R9A_AB_r	3R9A_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3R9A	3R9A	772	297	test
PP_POS__3RJQ_A_l__3RJQ_A_r	3RJQ_A_l	3RJQ_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3RJQ	3RJQ	346	127	test
PP_POS__3RVW_A_l__3RVW_CD_r	3RVW_A_l	3RVW_CD_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3RVW	3RVW	221	435	train
PP_POS__3S9D_A_l__3S9D_A_r	3S9D_A_l	3S9D_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3S9D	3S9D	165	212	val
PP_POS__3SE8_A_l__3SE8_HL_r	3SE8_A_l	3SE8_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3SE8	3SE8	342	440	train
PP_POS__3SGQ_A_l__3SGQ_E_r	3SGQ_A_l	3SGQ_E_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3SGQ	3SGQ	51	185	train
PP_POS__3SZK_A_l__3SZK_AB_r	3SZK_AB_r	3SZK_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3SZK	3SZK	287	144	train
PP_POS__3U7Y_A_l__3U7Y_HL_r	3U7Y_A_l	3U7Y_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3U7Y	3U7Y	342	438	test
PP_POS__3V6Z_F_l__3V6Z_AB_r	3V6Z_AB_r	3V6Z_F_l	1	pp_prepared	same_complex_structure_positive	structural_positive	3V6Z	3V6Z	437	142	train
PP_POS__3VLB_A_l__3VLB_A_r	3VLB_A_l	3VLB_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3VLB	3VLB	221	412	train
PP_POS__3WD5_ABC_l__3WD5_HL_r	3WD5_ABC_l	3WD5_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	3WD5	3WD5	456	423	train
PP_POS__4CPA_A_l__4CPA_A_r	4CPA_A_l	4CPA_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4CPA	4CPA	39	307	train
PP_POS__4DN4_A_l__4DN4_LH_r	4DN4_A_l	4DN4_LH_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4DN4	4DN4	71	425	train
PP_POS__4DW2_U_l__4DW2_AB_r	4DW2_AB_r	4DW2_U_l	1	pp_prepared	same_complex_structure_positive	structural_positive	4DW2	4DW2	427	246	train
PP_POS__4ETQ_X_l__4ETQ_HL_r	4ETQ_HL_r	4ETQ_X_l	1	pp_prepared	same_complex_structure_positive	structural_positive	4ETQ	4ETQ	429	230	test
PP_POS__4FP8_A_l__4FP8_HL_r	4FP8_A_l	4FP8_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4FP8	4FP8	318	445	test
PP_POS__4FQI_ABCDEF_l__4FQI_HL_r	4FQI_ABCDEF_l	4FQI_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4FQI	4FQI	1491	434	train
PP_POS__4FZA_A_l__4FZA_A_r	4FZA_A_l	4FZA_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4FZA	4FZA	275	304	train
PP_POS__4G6J_A_l__4G6J_HL_r	4G6J_A_l	4G6J_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4G6J	4G6J	151	430	train
PP_POS__4G6M_A_l__4G6M_HL_r	4G6M_A_l	4G6M_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4G6M	4G6M	151	432	train
PP_POS__4GAM_A_l__4GAM_ABCDEF_r	4GAM_ABCDEF_r	4GAM_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	4GAM	4GAM	2128	141	val
PP_POS__4GXU_HIJKLM_l__4GXU_HL_r	4GXU_HIJKLM_l	4GXU_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4GXU	4GXU	1452	440	test
PP_POS__4H03_A_l__4H03_A_r	4H03_A_l	4H03_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4H03	4H03	363	411	train
PP_POS__4HX3_A_l__4HX3_AB_r	4HX3_AB_r	4HX3_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	4HX3	4HX3	228	132	val
PP_POS__4IZ7_A_l__4IZ7_A_r	4IZ7_A_l	4IZ7_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4IZ7	4IZ7	90	357	val
PP_POS__4JCV_A_l__4JCV_ABCD_r	4JCV_ABCD_r	4JCV_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	4JCV	4JCV	791	230	train
PP_POS__4LW4_A_l__4LW4_AB_r	4LW4_AB_r	4LW4_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	4LW4	4LW4	798	149	train
PP_POS__4M3K_A_l__4M3K_A_r	4M3K_A_l	4M3K_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4M3K	4M3K	256	116	train
PP_POS__4M5Z_A_l__4M5Z_HL_r	4M5Z_A_l	4M5Z_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4M5Z	4M5Z	212	428	val
PP_POS__4M76_A_l__4M76_A_r	4M76_A_l	4M76_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4M76	4M76	184	294	train
PP_POS__4POU_A_l__4POU_A_r	4POU_A_l	4POU_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4POU	4POU	124	121	test
PP_POS__4Y7M_A_l__4Y7M_A_r	4Y7M_A_l	4Y7M_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	4Y7M	4Y7M	235	135	train
PP_POS__5C7X_A_l__5C7X_HL_r	5C7X_A_l	5C7X_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5C7X	5C7X	121	423	train
PP_POS__5CBA_A_l__5CBA_HL_r	5CBA_A_l	5CBA_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5CBA	5CBA	80	241	val
PP_POS__5E5M_A_l__5E5M_A_r	5E5M_A_l	5E5M_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5E5M	5E5M	116	113	train
PP_POS__5GRJ_A_l__5GRJ_HL_r	5GRJ_A_l	5GRJ_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5GRJ	5GRJ	212	433	train
PP_POS__5HGG_A_l__5HGG_A_r	5HGG_A_l	5HGG_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5HGG	5HGG	246	126	train
PP_POS__5HYS_AB_l__5HYS_HL_r	5HYS_AB_l	5HYS_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5HYS	5HYS	425	437	train
PP_POS__5JMO_A_l__5JMO_A_r	5JMO_A_l	5JMO_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5JMO	5JMO	472	117	train
PP_POS__5KOV_AB_l__5KOV_HL_r	5KOV_AB_l	5KOV_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5KOV	5KOV	441	424	train
PP_POS__5O14_D_l__5O14_AB_r	5O14_AB_r	5O14_D_l	1	pp_prepared	same_complex_structure_positive	structural_positive	5O14	5O14	444	242	val
PP_POS__5O1R_A_l__5O1R_HL_r	5O1R_A_l	5O1R_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5O1R	5O1R	152	435	train
PP_POS__5SV3_A_l__5SV3_A_r	5SV3_A_l	5SV3_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5SV3	5SV3	258	126	test
PP_POS__5VNW_A_l__5VNW_A_r	5VNW_A_l	5VNW_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5VNW	5VNW	578	120	val
PP_POS__5WHK_AB_l__5WHK_HL_r	5WHK_AB_l	5WHK_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5WHK	5WHK	362	428	train
PP_POS__5WK3_A_l__5WK3_HL_r	5WK3_A_l	5WK3_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5WK3	5WK3	67	436	val
PP_POS__5WUX_CBA_l__5WUX_HL_r	5WUX_CBA_l	5WUX_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5WUX	5WUX	456	433	train
PP_POS__5X0T_A_l__5X0T_AB_r	5X0T_AB_r	5X0T_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	5X0T	5X0T	428	181	train
PP_POS__5Y9J_ABC_l__5Y9J_HL_r	5Y9J_ABC_l	5Y9J_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	5Y9J	5Y9J	432	425	train
PP_POS__6A0Z_A_l__6A0Z_AB_r	6A0Z_AB_r	6A0Z_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	6A0Z	6A0Z	437	322	train
PP_POS__6A77_A_l__6A77_HL_r	6A77_A_l	6A77_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6A77	6A77	92	425	train
PP_POS__6AL0_A_l__6AL0_AB_r	6AL0_AB_r	6AL0_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	6AL0	6AL0	418	185	train
PP_POS__6B0S_A_l__6B0S_HL_r	6B0S_A_l	6B0S_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6B0S	6B0S	71	433	train
PP_POS__6BPC_A_l__6BPC_AB_r	6BPC_AB_r	6BPC_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	6BPC	6BPC	421	303	train
PP_POS__6CWG_A_l__6CWG_A_r	6CWG_A_l	6CWG_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6CWG	6CWG	258	129	val
PP_POS__6DBG_A_l__6DBG_A_r	6DBG_A_l	6DBG_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6DBG	6DBG	291	123	train
PP_POS__6EY6_AB_l__6EY6_A_r	6EY6_AB_l	6EY6_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6EY6	6EY6	585	129	test
PP_POS__6OC3_A_l__6OC3_HL_r	6OC3_A_l	6OC3_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	6OC3	6OC3	214	434	test
PP_POS__7CEI_B_l__7CEI_D_r	7CEI_B_l	7CEI_D_r	1	pp_prepared	same_complex_structure_positive	structural_positive	7CEI	7CEI	131	87	train
PP_POS__9QFW_AB_l__9QFW_HL_r	9QFW_AB_l	9QFW_HL_r	1	pp_prepared	same_complex_structure_positive	structural_positive	9QFW	9QFW	196	224	train
PP_POS__BAAD_A_l__BAAD_A_r	BAAD_A_l	BAAD_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	BAAD	BAAD	156	267	test
PP_POS__BOYV_A_l__BOYV_A_r	BOYV_A_l	BOYV_A_r	1	pp_prepared	same_complex_structure_positive	structural_positive	BOYV	BOYV	115	274	train
PP_POS__BP57_A_l__BP57_AB_r	BP57_AB_r	BP57_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	BP57	BP57	180	109	train
PP_POS__CP57_A_l__CP57_AB_r	CP57_AB_r	CP57_A_l	1	pp_prepared	same_complex_structure_positive	structural_positive	CP57	CP57	180	109	train
PP_NEG__1A2K_A_l__BOYV_A_r	1A2K_A_l	BOYV_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1A2K	BOYV	202	274	train
PP_NEG__1ACB_A_l__2H7V_A_r	1ACB_A_l	2H7V_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ACB	2H7V	70	270	test
PP_NEG__1AHW_A_l__1NSN_LH_r	1AHW_A_l	1NSN_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AHW	1NSN	202	427	train
PP_NEG__1AK4_A_l__5C7X_HL_r	1AK4_A_l	5C7X_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AK4	5C7X	146	423	train
PP_NEG__1AKJ_AB_l__3SZK_AB_r	1AKJ_AB_l	3SZK_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AKJ	3SZK	228	287	train
PP_NEG__1ATN_A_l__1FQJ_C_r	1ATN_A_l	1FQJ_C_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ATN	1FQJ	258	316	test
PP_NEG__1AVX_B_l__2A5T_A_r	1AVX_B_l	2A5T_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AVX	2A5T	169	287	val
PP_NEG__1AY7_B_l__2SIC_A_r	1AY7_B_l	2SIC_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AY7	2SIC	89	275	train
PP_NEG__1AZS_A_l__1LFD_A_r	1AZS_A_l	1LFD_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1AZS	1LFD	335	166	train
PP_NEG__1B6C_A_l__1Z5Y_A_r	1B6C_A_l	1Z5Y_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1B6C	1Z5Y	330	149	test
PP_NEG__1BGX_A_l__3K75_A_r	1BGX_A_l	3K75_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BGX	3K75	807	242	train
PP_NEG__1BJ1_GH_l__1D6R_A_r	1BJ1_GH_l	1D6R_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BJ1	1D6R	189	223	train
PP_NEG__1BKD_A_l__5VNW_A_r	1BKD_A_l	5VNW_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BKD	5VNW	166	120	val
PP_NEG__1BUH_A_l__4FZA_A_r	1BUH_A_l	4FZA_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BUH	4FZA	76	304	train
PP_NEG__1BVK_A_l__1WDW_AB_r	1BVK_A_l	1WDW_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BVK	1WDW	129	773	val
PP_NEG__1BVN_A_l__6AL0_AB_r	1BVN_A_l	6AL0_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BVN	6AL0	74	418	train
PP_NEG__1CGI_A_l__1RV6_AB_r	1CGI_A_l	1RV6_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1CGI	1RV6	56	200	test
PP_NEG__1CLV_A_l__2O3B_A_r	1CLV_A_l	2O3B_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1CLV	2O3B	32	239	train
PP_NEG__1D6R_A_l__1BJ1_LH_r	1BJ1_LH_r	1D6R_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1BJ1	1D6R	431	58	train
PP_NEG__1DE4_AB_l__1F34_A_r	1DE4_AB_l	1F34_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DE4	1F34	1278	326	test
PP_NEG__1DFJ_A_l__1GRN_A_r	1DFJ_A_l	1GRN_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DFJ	1GRN	456	190	train
PP_NEG__1DQJ_A_l__2J7P_A_r	1DQJ_A_l	2J7P_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DQJ	2J7P	129	294	train
PP_NEG__1E4K_A_l__5Y9J_HL_r	1E4K_A_l	5Y9J_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E4K	5Y9J	173	425	train
PP_NEG__1E6E_D_l__1JTD_A_r	1E6E_D_l	1JTD_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E6E	1JTD	107	268	val
PP_NEG__1E6J_A_l__1K74_AB_r	1E6J_A_l	1K74_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E6J	1K74	72	235	train
PP_NEG__1E96_A_l__1QFW_IM_r	1E96_A_l	1QFW_IM_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1E96	1QFW	192	229	train
PP_NEG__1EAW_A_l__3SGQ_E_r	1EAW_A_l	3SGQ_E_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EAW	3SGQ	58	185	train
PP_NEG__1EER_AB_l__BP57_AB_r	1EER_AB_l	BP57_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EER	BP57	414	180	train
PP_NEG__1EFN_A_l__1GL1_1_r	1EFN_A_l	1GL1_1_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EFN	1GL1	57	236	train
PP_NEG__1EWY_A_l__4FP8_HL_r	1EWY_A_l	4FP8_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EWY	4FP8	98	445	test
PP_NEG__1EXB_ABCD_l__1VFB_AB_r	1EXB_ABCD_l	1VFB_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EXB	1VFB	396	224	train
PP_NEG__1EZU_AB_l__4FQI_HL_r	1EZU_AB_l	4FQI_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1EZU	4FQI	284	434	train
PP_NEG__1F34_A_l__1DE4_AB_r	1DE4_AB_r	1F34_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1DE4	1F34	371	127	test
PP_NEG__1F51_C_l__3MXW_LH_r	1F51_C_l	3MXW_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1F51	3MXW	121	432	train
PP_NEG__1F6M_A_l__1XU1_ABD_r	1F6M_A_l	1XU1_ABD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1F6M	1XU1	108	404	train
PP_NEG__1FAK_B_l__5JMO_A_r	1FAK_B_l	5JMO_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FAK	5JMO	182	117	train
PP_NEG__1FC2_A_l__1T6B_A_r	1FC2_A_l	1T6B_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FC2	1T6B	207	665	train
PP_NEG__1FCC_A_l__1RLB_ABCD_r	1FCC_A_l	1RLB_ABCD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FCC	1RLB	56	456	train
PP_NEG__1FFW_A_l__2C0L_A_r	1FFW_A_l	2C0L_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FFW	2C0L	69	302	train
PP_NEG__1FLE_A_l__1JZD_AB_r	1FLE_A_l	1JZD_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FLE	1JZD	47	431	train
PP_NEG__1FQ1_A_l__7CEI_D_r	1FQ1_A_l	7CEI_D_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FQ1	7CEI	290	87	train
PP_NEG__1FQJ_A_l__1ATN_B_r	1ATN_B_r	1FQJ_A_l	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ATN	1FQJ	371	133	test
PP_NEG__1FSK_A_l__1R8S_A_r	1FSK_A_l	1R8S_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1FSK	1R8S	159	180	train
