protein_id	sequence_found	pssm_found	dssp_found	structure_found	sequence_path	pssm_path	dssp_path	structure_path
1M27_AB_r	1	1	1	1	seq/1M27_AB_r.fasta	pssm/1M27_AB_r.npy	dssp/1M27_AB_r.npy	coords/1M27_AB_r.npz
1M27_A_l	1	1	1	1	seq/1M27_A_l.fasta	pssm/1M27_A_l.npy	dssp/1M27_A_l.npy	coords/1M27_A_l.npz
1MAH_A_l	1	1	1	1	seq/1MAH_A_l.fasta	pssm/1MAH_A_l.npy	dssp/1MAH_A_l.npy	coords/1MAH_A_l.npz
1MAH_B_r	1	1	1	1	seq/1MAH_B_r.fasta	pssm/1MAH_B_r.npy	dssp/1MAH_B_r.npy	coords/1MAH_B_r.npz
1ML0_AB_r	1	1	1	1	seq/1ML0_AB_r.fasta	pssm/1ML0_AB_r.npy	dssp/1ML0_AB_r.npy	coords/1ML0_AB_r.npz
1ML0_A_l	1	1	1	1	seq/1ML0_A_l.fasta	pssm/1ML0_A_l.npy	dssp/1ML0_A_l.npy	coords/1ML0_A_l.npz
1MLC_AB_r	1	1	1	1	seq/1MLC_AB_r.fasta	pssm/1MLC_AB_r.npy	dssp/1MLC_AB_r.npy	coords/1MLC_AB_r.npz
1MLC_A_l	1	1	1	1	seq/1MLC_A_l.fasta	pssm/1MLC_A_l.npy	dssp/1MLC_A_l.npy	coords/1MLC_A_l.npz
1MQ8_A_l	1	1	1	1	seq/1MQ8_A_l.fasta	pssm/1MQ8_A_l.npy	dssp/1MQ8_A_l.npy	coords/1MQ8_A_l.npz
1MQ8_A_r	1	1	1	1	seq/1MQ8_A_r.fasta	pssm/1MQ8_A_r.npy	dssp/1MQ8_A_r.npy	coords/1MQ8_A_r.npz
1N2C_ABCD_r	1	1	1	1	seq/1N2C_ABCD_r.fasta	pssm/1N2C_ABCD_r.npy	dssp/1N2C_ABCD_r.npy	coords/1N2C_ABCD_r.npz
1N2C_AB_l	1	1	1	1	seq/1N2C_AB_l.fasta	pssm/1N2C_AB_l.npy	dssp/1N2C_AB_l.npy	coords/1N2C_AB_l.npz
1NCA_A_l	1	1	1	1	seq/1NCA_A_l.fasta	pssm/1NCA_A_l.npy	dssp/1NCA_A_l.npy	coords/1NCA_A_l.npz
1NCA_LH_r	1	1	1	1	seq/1NCA_LH_r.fasta	pssm/1NCA_LH_r.npy	dssp/1NCA_LH_r.npy	coords/1NCA_LH_r.npz
1NSN_A_l	1	1	1	1	seq/1NSN_A_l.fasta	pssm/1NSN_A_l.npy	dssp/1NSN_A_l.npy	coords/1NSN_A_l.npz
1NSN_LH_r	1	1	1	1	seq/1NSN_LH_r.fasta	pssm/1NSN_LH_r.npy	dssp/1NSN_LH_r.npy	coords/1NSN_LH_r.npz
1NW9_A_l	1	1	1	1	seq/1NW9_A_l.fasta	pssm/1NW9_A_l.npy	dssp/1NW9_A_l.npy	coords/1NW9_A_l.npz
1NW9_A_r	1	1	1	1	seq/1NW9_A_r.fasta	pssm/1NW9_A_r.npy	dssp/1NW9_A_r.npy	coords/1NW9_A_r.npz
1OC0_A_l	1	1	1	1	seq/1OC0_A_l.fasta	pssm/1OC0_A_l.npy	dssp/1OC0_A_l.npy	coords/1OC0_A_l.npz
1OC0_A_r	1	1	1	1	seq/1OC0_A_r.fasta	pssm/1OC0_A_r.npy	dssp/1OC0_A_r.npy	coords/1OC0_A_r.npz
1OFU_AB_r	1	1	1	1	seq/1OFU_AB_r.fasta	pssm/1OFU_AB_r.npy	dssp/1OFU_AB_r.npy	coords/1OFU_AB_r.npz
1OFU_A_l	1	1	1	1	seq/1OFU_A_l.fasta	pssm/1OFU_A_l.npy	dssp/1OFU_A_l.npy	coords/1OFU_A_l.npz
1OPH_A_l	1	1	1	1	seq/1OPH_A_l.fasta	pssm/1OPH_A_l.npy	dssp/1OPH_A_l.npy	coords/1OPH_A_l.npz
1OPH_A_r	1	1	1	1	seq/1OPH_A_r.fasta	pssm/1OPH_A_r.npy	dssp/1OPH_A_r.npy	coords/1OPH_A_r.npz
1OYV_A_l	1	1	1	1	seq/1OYV_A_l.fasta	pssm/1OYV_A_l.npy	dssp/1OYV_A_l.npy	coords/1OYV_A_l.npz
1OYV_A_r	1	1	1	1	seq/1OYV_A_r.fasta	pssm/1OYV_A_r.npy	dssp/1OYV_A_r.npy	coords/1OYV_A_r.npz
1PPE_A_l	1	1	1	1	seq/1PPE_A_l.fasta	pssm/1PPE_A_l.npy	dssp/1PPE_A_l.npy	coords/1PPE_A_l.npz
1PPE_A_r	1	1	1	1	seq/1PPE_A_r.fasta	pssm/1PPE_A_r.npy	dssp/1PPE_A_r.npy	coords/1PPE_A_r.npz
1PVH_A_l	1	1	1	1	seq/1PVH_A_l.fasta	pssm/1PVH_A_l.npy	dssp/1PVH_A_l.npy	coords/1PVH_A_l.npz
1PVH_A_r	1	1	1	1	seq/1PVH_A_r.fasta	pssm/1PVH_A_r.npy	dssp/1PVH_A_r.npy	coords/1PVH_A_r.npz
1PXV_A_l	1	1	1	1	seq/1PXV_A_l.fasta	pssm/1PXV_A_l.npy	dssp/1PXV_A_l.npy	coords/1PXV_A_l.npz
1PXV_A_r	1	1	1	1	seq/1PXV_A_r.fasta	pssm/1PXV_A_r.npy	dssp/1PXV_A_r.npy	coords/1PXV_A_r.npz
1QA9_A_l	1	1	1	1	seq/1QA9_A_l.fasta	pssm/1QA9_A_l.npy	dssp/1QA9_A_l.npy	coords/1QA9_A_l.npz
1QA9_A_r	1	1	1	1	seq/1QA9_A_r.fasta	pssm/1QA9_A_r.npy	dssp/1QA9_A_r.npy	coords/1QA9_A_r.npz
1QFW_AB_l	1	1	1	1	seq/1QFW_AB_l.fasta	pssm/1QFW_AB_l.npy	dssp/1QFW_AB_l.npy	coords/1QFW_AB_l.npz
1QFW_IM_r	1	1	1	1	seq/1QFW_IM_r.fasta	pssm/1QFW_IM_r.npy	dssp/1QFW_IM_r.npy	coords/1QFW_IM_r.npz
1R0R_E_r	1	1	1	1	seq/1R0R_E_r.fasta	pssm/1R0R_E_r.npy	dssp/1R0R_E_r.npy	coords/1R0R_E_r.npz
1R0R_I_l	1	1	1	1	seq/1R0R_I_l.fasta	pssm/1R0R_I_l.npy	dssp/1R0R_I_l.npy	coords/1R0R_I_l.npz
1R6Q_A_l	1	1	1	1	seq/1R6Q_A_l.fasta	pssm/1R6Q_A_l.npy	dssp/1R6Q_A_l.npy	coords/1R6Q_A_l.npz
1R6Q_X_r	1	1	1	1	seq/1R6Q_X_r.fasta	pssm/1R6Q_X_r.npy	dssp/1R6Q_X_r.npy	coords/1R6Q_X_r.npz
1R8S_A_r	1	1	1	1	seq/1R8S_A_r.fasta	pssm/1R8S_A_r.npy	dssp/1R8S_A_r.npy	coords/1R8S_A_r.npz
1R8S_E_l	1	1	1	1	seq/1R8S_E_l.fasta	pssm/1R8S_E_l.npy	dssp/1R8S_E_l.npy	coords/1R8S_E_l.npz
1RKE_A_l	1	1	1	1	seq/1RKE_A_l.fasta	pssm/1RKE_A_l.npy	dssp/1RKE_A_l.npy	coords/1RKE_A_l.npz
1RKE_A_r	1	1	1	1	seq/1RKE_A_r.fasta	pssm/1RKE_A_r.npy	dssp/1RKE_A_r.npy	coords/1RKE_A_r.npz
1RLB_ABCD_r	1	1	1	1	seq/1RLB_ABCD_r.fasta	pssm/1RLB_ABCD_r.npy	dssp/1RLB_ABCD_r.npy	coords/1RLB_ABCD_r.npz
1RLB_A_l	1	1	1	1	seq/1RLB_A_l.fasta	pssm/1RLB_A_l.npy	dssp/1RLB_A_l.npy	coords/1RLB_A_l.npz
1RV6_AB_r	1	1	1	1	seq/1RV6_AB_r.fasta	pssm/1RV6_AB_r.npy	dssp/1RV6_AB_r.npy	coords/1RV6_AB_r.npz
1RV6_A_l	1	1	1	1	seq/1RV6_A_l.fasta	pssm/1RV6_A_l.npy	dssp/1RV6_A_l.npy	coords/1RV6_A_l.npz
1S1Q_A_l	1	1	1	1	seq/1S1Q_A_l.fasta	pssm/1S1Q_A_l.npy	dssp/1S1Q_A_l.npy	coords/1S1Q_A_l.npz
1S1Q_A_r	1	1	1	1	seq/1S1Q_A_r.fasta	pssm/1S1Q_A_r.npy	dssp/1S1Q_A_r.npy	coords/1S1Q_A_r.npz
1S78_A_l	1	1	1	1	seq/1S78_A_l.fasta	pssm/1S78_A_l.npy	dssp/1S78_A_l.npy	coords/1S78_A_l.npz
1S78_HL_r	1	1	1	1	seq/1S78_HL_r.fasta	pssm/1S78_HL_r.npy	dssp/1S78_HL_r.npy	coords/1S78_HL_r.npz
1SBB_A_l	1	1	1	1	seq/1SBB_A_l.fasta	pssm/1SBB_A_l.npy	dssp/1SBB_A_l.npy	coords/1SBB_A_l.npz
1SBB_A_r	1	1	1	1	seq/1SBB_A_r.fasta	pssm/1SBB_A_r.npy	dssp/1SBB_A_r.npy	coords/1SBB_A_r.npz
1SYX_A_l	1	1	1	1	seq/1SYX_A_l.fasta	pssm/1SYX_A_l.npy	dssp/1SYX_A_l.npy	coords/1SYX_A_l.npz
1SYX_A_r	1	1	1	1	seq/1SYX_A_r.fasta	pssm/1SYX_A_r.npy	dssp/1SYX_A_r.npy	coords/1SYX_A_r.npz
1T6B_A_r	1	1	1	1	seq/1T6B_A_r.fasta	pssm/1T6B_A_r.npy	dssp/1T6B_A_r.npy	coords/1T6B_A_r.npz
1T6B_X_l	1	1	1	1	seq/1T6B_X_l.fasta	pssm/1T6B_X_l.npy	dssp/1T6B_X_l.npy	coords/1T6B_X_l.npz
1TMQ_A_l	1	1	1	1	seq/1TMQ_A_l.fasta	pssm/1TMQ_A_l.npy	dssp/1TMQ_A_l.npy	coords/1TMQ_A_l.npz
1TMQ_A_r	1	1	1	1	seq/1TMQ_A_r.fasta	pssm/1TMQ_A_r.npy	dssp/1TMQ_A_r.npy	coords/1TMQ_A_r.npz
1UDI_A_r	1	1	1	1	seq/1UDI_A_r.fasta	pssm/1UDI_A_r.npy	dssp/1UDI_A_r.npy	coords/1UDI_A_r.npz
1UDI_B_l	1	1	1	1	seq/1UDI_B_l.fasta	pssm/1UDI_B_l.npy	dssp/1UDI_B_l.npy	coords/1UDI_B_l.npz
1US7_A_l	1	1	1	1	seq/1US7_A_l.fasta	pssm/1US7_A_l.npy	dssp/1US7_A_l.npy	coords/1US7_A_l.npz
1US7_A_r	1	1	1	1	seq/1US7_A_r.fasta	pssm/1US7_A_r.npy	dssp/1US7_A_r.npy	coords/1US7_A_r.npz
1VFB_AB_r	1	1	1	1	seq/1VFB_AB_r.fasta	pssm/1VFB_AB_r.npy	dssp/1VFB_AB_r.npy	coords/1VFB_AB_r.npz
1VFB_A_l	1	1	1	1	seq/1VFB_A_l.fasta	pssm/1VFB_A_l.npy	dssp/1VFB_A_l.npy	coords/1VFB_A_l.npz
1WDW_AB_r	1	1	1	1	seq/1WDW_AB_r.fasta	pssm/1WDW_AB_r.npy	dssp/1WDW_AB_r.npy	coords/1WDW_AB_r.npz
1WDW_A_l	1	1	1	1	seq/1WDW_A_l.fasta	pssm/1WDW_A_l.npy	dssp/1WDW_A_l.npy	coords/1WDW_A_l.npz
1WEJ_A_l	1	1	1	1	seq/1WEJ_A_l.fasta	pssm/1WEJ_A_l.npy	dssp/1WEJ_A_l.npy	coords/1WEJ_A_l.npz
1WEJ_LH_r	1	1	1	1	seq/1WEJ_LH_r.fasta	pssm/1WEJ_LH_r.npy	dssp/1WEJ_LH_r.npy	coords/1WEJ_LH_r.npz
1WQ1_A_r	1	1	1	1	seq/1WQ1_A_r.fasta	pssm/1WQ1_A_r.npy	dssp/1WQ1_A_r.npy	coords/1WQ1_A_r.npz
1WQ1_D_l	1	1	1	1	seq/1WQ1_D_l.fasta	pssm/1WQ1_D_l.npy	dssp/1WQ1_D_l.npy	coords/1WQ1_D_l.npz
1XD3_A_l	1	1	1	1	seq/1XD3_A_l.fasta	pssm/1XD3_A_l.npy	dssp/1XD3_A_l.npy	coords/1XD3_A_l.npz
1XD3_A_r	1	1	1	1	seq/1XD3_A_r.fasta	pssm/1XD3_A_r.npy	dssp/1XD3_A_r.npy	coords/1XD3_A_r.npz
1XQS_A_l	1	1	1	1	seq/1XQS_A_l.fasta	pssm/1XQS_A_l.npy	dssp/1XQS_A_l.npy	coords/1XQS_A_l.npz
1XQS_A_r	1	1	1	1	seq/1XQS_A_r.fasta	pssm/1XQS_A_r.npy	dssp/1XQS_A_r.npy	coords/1XQS_A_r.npz
1XU1_ABD_r	1	1	1	1	seq/1XU1_ABD_r.fasta	pssm/1XU1_ABD_r.npy	dssp/1XU1_ABD_r.npy	coords/1XU1_ABD_r.npz
1XU1_A_l	1	1	1	1	seq/1XU1_A_l.fasta	pssm/1XU1_A_l.npy	dssp/1XU1_A_l.npy	coords/1XU1_A_l.npz
1Y64_A_l	1	1	1	1	seq/1Y64_A_l.fasta	pssm/1Y64_A_l.npy	dssp/1Y64_A_l.npy	coords/1Y64_A_l.npz
1Y64_A_r	1	1	1	1	seq/1Y64_A_r.fasta	pssm/1Y64_A_r.npy	dssp/1Y64_A_r.npy	coords/1Y64_A_r.npz
1YVB_A_r	1	1	1	1	seq/1YVB_A_r.fasta	pssm/1YVB_A_r.npy	dssp/1YVB_A_r.npy	coords/1YVB_A_r.npz
1YVB_I_l	1	1	1	1	seq/1YVB_I_l.fasta	pssm/1YVB_I_l.npy	dssp/1YVB_I_l.npy	coords/1YVB_I_l.npz
1Z0K_A_l	1	1	1	1	seq/1Z0K_A_l.fasta	pssm/1Z0K_A_l.npy	dssp/1Z0K_A_l.npy	coords/1Z0K_A_l.npz
1Z0K_A_r	1	1	1	1	seq/1Z0K_A_r.fasta	pssm/1Z0K_A_r.npy	dssp/1Z0K_A_r.npy	coords/1Z0K_A_r.npz
1Z5Y_A_l	1	1	1	1	seq/1Z5Y_A_l.fasta	pssm/1Z5Y_A_l.npy	dssp/1Z5Y_A_l.npy	coords/1Z5Y_A_l.npz
1Z5Y_A_r	1	1	1	1	seq/1Z5Y_A_r.fasta	pssm/1Z5Y_A_r.npy	dssp/1Z5Y_A_r.npy	coords/1Z5Y_A_r.npz
1ZHH_A_l	1	1	1	1	seq/1ZHH_A_l.fasta	pssm/1ZHH_A_l.npy	dssp/1ZHH_A_l.npy	coords/1ZHH_A_l.npz
1ZHH_A_r	1	1	1	1	seq/1ZHH_A_r.fasta	pssm/1ZHH_A_r.npy	dssp/1ZHH_A_r.npy	coords/1ZHH_A_r.npz
1ZHI_A_l	1	1	1	1	seq/1ZHI_A_l.fasta	pssm/1ZHI_A_l.npy	dssp/1ZHI_A_l.npy	coords/1ZHI_A_l.npz
1ZHI_A_r	1	1	1	1	seq/1ZHI_A_r.fasta	pssm/1ZHI_A_r.npy	dssp/1ZHI_A_r.npy	coords/1ZHI_A_r.npz
1ZLI_A_l	1	1	1	1	seq/1ZLI_A_l.fasta	pssm/1ZLI_A_l.npy	dssp/1ZLI_A_l.npy	coords/1ZLI_A_l.npz
1ZLI_A_r	1	1	1	1	seq/1ZLI_A_r.fasta	pssm/1ZLI_A_r.npy	dssp/1ZLI_A_r.npy	coords/1ZLI_A_r.npz
1ZM4_A_l	1	1	1	1	seq/1ZM4_A_l.fasta	pssm/1ZM4_A_l.npy	dssp/1ZM4_A_l.npy	coords/1ZM4_A_l.npz
1ZM4_C_r	1	1	1	1	seq/1ZM4_C_r.fasta	pssm/1ZM4_C_r.npy	dssp/1ZM4_C_r.npy	coords/1ZM4_C_r.npz
2A1A_A_l	1	1	1	1	seq/2A1A_A_l.fasta	pssm/2A1A_A_l.npy	dssp/2A1A_A_l.npy	coords/2A1A_A_l.npz
2A1A_A_r	1	1	1	1	seq/2A1A_A_r.fasta	pssm/2A1A_A_r.npy	dssp/2A1A_A_r.npy	coords/2A1A_A_r.npz
2A5T_A_l	1	1	1	1	seq/2A5T_A_l.fasta	pssm/2A5T_A_l.npy	dssp/2A5T_A_l.npy	coords/2A5T_A_l.npz
2A5T_A_r	1	1	1	1	seq/2A5T_A_r.fasta	pssm/2A5T_A_r.npy	dssp/2A5T_A_r.npy	coords/2A5T_A_r.npz
2A9K_A_r	1	1	1	1	seq/2A9K_A_r.fasta	pssm/2A9K_A_r.npy	dssp/2A9K_A_r.npy	coords/2A9K_A_r.npz
2A9K_X_l	1	1	1	1	seq/2A9K_X_l.fasta	pssm/2A9K_X_l.npy	dssp/2A9K_X_l.npy	coords/2A9K_X_l.npz
2ABZ_A_l	1	1	1	1	seq/2ABZ_A_l.fasta	pssm/2ABZ_A_l.npy	dssp/2ABZ_A_l.npy	coords/2ABZ_A_l.npz
2ABZ_A_r	1	1	1	1	seq/2ABZ_A_r.fasta	pssm/2ABZ_A_r.npy	dssp/2ABZ_A_r.npy	coords/2ABZ_A_r.npz
2AJF_A_r	1	1	1	1	seq/2AJF_A_r.fasta	pssm/2AJF_A_r.npy	dssp/2AJF_A_r.npy	coords/2AJF_A_r.npz
2AJF_E_l	1	1	1	1	seq/2AJF_E_l.fasta	pssm/2AJF_E_l.npy	dssp/2AJF_E_l.npy	coords/2AJF_E_l.npz
2AYO_A_l	1	1	1	1	seq/2AYO_A_l.fasta	pssm/2AYO_A_l.npy	dssp/2AYO_A_l.npy	coords/2AYO_A_l.npz
2AYO_A_r	1	1	1	1	seq/2AYO_A_r.fasta	pssm/2AYO_A_r.npy	dssp/2AYO_A_r.npy	coords/2AYO_A_r.npz
2B42_A_l	1	1	1	1	seq/2B42_A_l.fasta	pssm/2B42_A_l.npy	dssp/2B42_A_l.npy	coords/2B42_A_l.npz
2B42_X_r	1	1	1	1	seq/2B42_X_r.fasta	pssm/2B42_X_r.npy	dssp/2B42_X_r.npy	coords/2B42_X_r.npz
2B4J_AB_r	1	1	1	1	seq/2B4J_AB_r.fasta	pssm/2B4J_AB_r.npy	dssp/2B4J_AB_r.npy	coords/2B4J_AB_r.npz
2B4J_A_l	1	1	1	1	seq/2B4J_A_l.fasta	pssm/2B4J_A_l.npy	dssp/2B4J_A_l.npy	coords/2B4J_A_l.npz
2BTF_A_l	1	1	1	1	seq/2BTF_A_l.fasta	pssm/2BTF_A_l.npy	dssp/2BTF_A_l.npy	coords/2BTF_A_l.npz
2BTF_B_r	1	1	1	1	seq/2BTF_B_r.fasta	pssm/2BTF_B_r.npy	dssp/2BTF_B_r.npy	coords/2BTF_B_r.npz
2C0L_A_l	1	1	1	1	seq/2C0L_A_l.fasta	pssm/2C0L_A_l.npy	dssp/2C0L_A_l.npy	coords/2C0L_A_l.npz
2C0L_A_r	1	1	1	1	seq/2C0L_A_r.fasta	pssm/2C0L_A_r.npy	dssp/2C0L_A_r.npy	coords/2C0L_A_r.npz
2CFH_A_l	1	1	1	1	seq/2CFH_A_l.fasta	pssm/2CFH_A_l.npy	dssp/2CFH_A_l.npy	coords/2CFH_A_l.npz
2CFH_A_r	1	1	1	1	seq/2CFH_A_r.fasta	pssm/2CFH_A_r.npy	dssp/2CFH_A_r.npy	coords/2CFH_A_r.npz
2DD8_AB_r	1	1	1	1	seq/2DD8_AB_r.fasta	pssm/2DD8_AB_r.npy	dssp/2DD8_AB_r.npy	coords/2DD8_AB_r.npz
2DD8_E_l	1	1	1	1	seq/2DD8_E_l.fasta	pssm/2DD8_E_l.npy	dssp/2DD8_E_l.npy	coords/2DD8_E_l.npz
2FD6_A_l	1	1	1	1	seq/2FD6_A_l.fasta	pssm/2FD6_A_l.npy	dssp/2FD6_A_l.npy	coords/2FD6_A_l.npz
2FD6_LH_r	1	1	1	1	seq/2FD6_LH_r.fasta	pssm/2FD6_LH_r.npy	dssp/2FD6_LH_r.npy	coords/2FD6_LH_r.npz
2FJG_AB_l	1	1	1	1	seq/2FJG_AB_l.fasta	pssm/2FJG_AB_l.npy	dssp/2FJG_AB_l.npy	coords/2FJG_AB_l.npz
2FJG_HL_r	1	1	1	1	seq/2FJG_HL_r.fasta	pssm/2FJG_HL_r.npy	dssp/2FJG_HL_r.npy	coords/2FJG_HL_r.npz
2FJU_A_l	1	1	1	1	seq/2FJU_A_l.fasta	pssm/2FJU_A_l.npy	dssp/2FJU_A_l.npy	coords/2FJU_A_l.npz
2FJU_X_r	1	1	1	1	seq/2FJU_X_r.fasta	pssm/2FJU_X_r.npy	dssp/2FJU_X_r.npy	coords/2FJU_X_r.npz
2G77_A_l	1	1	1	1	seq/2G77_A_l.fasta	pssm/2G77_A_l.npy	dssp/2G77_A_l.npy	coords/2G77_A_l.npz
2G77_A_r	1	1	1	1	seq/2G77_A_r.fasta	pssm/2G77_A_r.npy	dssp/2G77_A_r.npy	coords/2G77_A_r.npz
2GAF_A_l	1	1	1	1	seq/2GAF_A_l.fasta	pssm/2GAF_A_l.npy	dssp/2GAF_A_l.npy	coords/2GAF_A_l.npz
2GAF_A_r	1	1	1	1	seq/2GAF_A_r.fasta	pssm/2GAF_A_r.npy	dssp/2GAF_A_r.npy	coords/2GAF_A_r.npz
2GTP_A_l	1	1	1	1	seq/2GTP_A_l.fasta	pssm/2GTP_A_l.npy	dssp/2GTP_A_l.npy	coords/2GTP_A_l.npz
2GTP_A_r	1	1	1	1	seq/2GTP_A_r.fasta	pssm/2GTP_A_r.npy	dssp/2GTP_A_r.npy	coords/2GTP_A_r.npz
2H7V_A_l	1	1	1	1	seq/2H7V_A_l.fasta	pssm/2H7V_A_l.npy	dssp/2H7V_A_l.npy	coords/2H7V_A_l.npz
2H7V_A_r	1	1	1	1	seq/2H7V_A_r.fasta	pssm/2H7V_A_r.npy	dssp/2H7V_A_r.npy	coords/2H7V_A_r.npz
2HLE_A_r	1	1	1	1	seq/2HLE_A_r.fasta	pssm/2HLE_A_r.npy	dssp/2HLE_A_r.npy	coords/2HLE_A_r.npz
2HLE_P_l	1	1	1	1	seq/2HLE_P_l.fasta	pssm/2HLE_P_l.npy	dssp/2HLE_P_l.npy	coords/2HLE_P_l.npz
2HMI_AB_r	1	1	1	1	seq/2HMI_AB_r.fasta	pssm/2HMI_AB_r.npy	dssp/2HMI_AB_r.npy	coords/2HMI_AB_r.npz
2HMI_CD_l	1	1	1	1	seq/2HMI_CD_l.fasta	pssm/2HMI_CD_l.npy	dssp/2HMI_CD_l.npy	coords/2HMI_CD_l.npz
2HQS_A_l	1	1	1	1	seq/2HQS_A_l.fasta	pssm/2HQS_A_l.npy	dssp/2HQS_A_l.npy	coords/2HQS_A_l.npz
2HQS_A_r	1	1	1	1	seq/2HQS_A_r.fasta	pssm/2HQS_A_r.npy	dssp/2HQS_A_r.npy	coords/2HQS_A_r.npz
2HRK_A_l	1	1	1	1	seq/2HRK_A_l.fasta	pssm/2HRK_A_l.npy	dssp/2HRK_A_l.npy	coords/2HRK_A_l.npz
2HRK_A_r	1	1	1	1	seq/2HRK_A_r.fasta	pssm/2HRK_A_r.npy	dssp/2HRK_A_r.npy	coords/2HRK_A_r.npz
2I25_A_l	1	1	1	1	seq/2I25_A_l.fasta	pssm/2I25_A_l.npy	dssp/2I25_A_l.npy	coords/2I25_A_l.npz
2I25_N_r	1	1	1	1	seq/2I25_N_r.fasta	pssm/2I25_N_r.npy	dssp/2I25_N_r.npy	coords/2I25_N_r.npz
2I9B_A_l	1	1	1	1	seq/2I9B_A_l.fasta	pssm/2I9B_A_l.npy	dssp/2I9B_A_l.npy	coords/2I9B_A_l.npz
2I9B_A_r	1	1	1	1	seq/2I9B_A_r.fasta	pssm/2I9B_A_r.npy	dssp/2I9B_A_r.npy	coords/2I9B_A_r.npz
2IDO_A_l	1	1	1	1	seq/2IDO_A_l.fasta	pssm/2IDO_A_l.npy	dssp/2IDO_A_l.npy	coords/2IDO_A_l.npz
2IDO_A_r	1	1	1	1	seq/2IDO_A_r.fasta	pssm/2IDO_A_r.npy	dssp/2IDO_A_r.npy	coords/2IDO_A_r.npz
2J0T_A_l	1	1	1	1	seq/2J0T_A_l.fasta	pssm/2J0T_A_l.npy	dssp/2J0T_A_l.npy	coords/2J0T_A_l.npz
2J0T_A_r	1	1	1	1	seq/2J0T_A_r.fasta	pssm/2J0T_A_r.npy	dssp/2J0T_A_r.npy	coords/2J0T_A_r.npz
2J7P_A_r	1	1	1	1	seq/2J7P_A_r.fasta	pssm/2J7P_A_r.npy	dssp/2J7P_A_r.npy	coords/2J7P_A_r.npz
2J7P_D_l	1	1	1	1	seq/2J7P_D_l.fasta	pssm/2J7P_D_l.npy	dssp/2J7P_D_l.npy	coords/2J7P_D_l.npz
2JEL_A_l	1	1	1	1	seq/2JEL_A_l.fasta	pssm/2JEL_A_l.npy	dssp/2JEL_A_l.npy	coords/2JEL_A_l.npz
2JEL_LH_r	1	1	1	1	seq/2JEL_LH_r.fasta	pssm/2JEL_LH_r.npy	dssp/2JEL_LH_r.npy	coords/2JEL_LH_r.npz
2MTA_A_l	1	1	1	1	seq/2MTA_A_l.fasta	pssm/2MTA_A_l.npy	dssp/2MTA_A_l.npy	coords/2MTA_A_l.npz
2MTA_MJ_r	1	1	1	1	seq/2MTA_MJ_r.fasta	pssm/2MTA_MJ_r.npy	dssp/2MTA_MJ_r.npy	coords/2MTA_MJ_r.npz
2NZ8_A_l	1	1	1	1	seq/2NZ8_A_l.fasta	pssm/2NZ8_A_l.npy	dssp/2NZ8_A_l.npy	coords/2NZ8_A_l.npz
2NZ8_A_r	1	1	1	1	seq/2NZ8_A_r.fasta	pssm/2NZ8_A_r.npy	dssp/2NZ8_A_r.npy	coords/2NZ8_A_r.npz
2O3B_A_l	1	1	1	1	seq/2O3B_A_l.fasta	pssm/2O3B_A_l.npy	dssp/2O3B_A_l.npy	coords/2O3B_A_l.npz
2O3B_A_r	1	1	1	1	seq/2O3B_A_r.fasta	pssm/2O3B_A_r.npy	dssp/2O3B_A_r.npy	coords/2O3B_A_r.npz
2O8V_A_l	1	1	1	1	seq/2O8V_A_l.fasta	pssm/2O8V_A_l.npy	dssp/2O8V_A_l.npy	coords/2O8V_A_l.npz
2O8V_A_r	1	1	1	1	seq/2O8V_A_r.fasta	pssm/2O8V_A_r.npy	dssp/2O8V_A_r.npy	coords/2O8V_A_r.npz
2OOB_A_l	1	1	1	1	seq/2OOB_A_l.fasta	pssm/2OOB_A_l.npy	dssp/2OOB_A_l.npy	coords/2OOB_A_l.npz
2OOB_A_r	1	1	1	1	seq/2OOB_A_r.fasta	pssm/2OOB_A_r.npy	dssp/2OOB_A_r.npy	coords/2OOB_A_r.npz
2OOR_AB_r	1	1	1	1	seq/2OOR_AB_r.fasta	pssm/2OOR_AB_r.npy	dssp/2OOR_AB_r.npy	coords/2OOR_AB_r.npz
2OOR_A_l	1	1	1	1	seq/2OOR_A_l.fasta	pssm/2OOR_A_l.npy	dssp/2OOR_A_l.npy	coords/2OOR_A_l.npz
2OT3_A_l	1	1	1	1	seq/2OT3_A_l.fasta	pssm/2OT3_A_l.npy	dssp/2OT3_A_l.npy	coords/2OT3_A_l.npz
2OT3_A_r	1	1	1	1	seq/2OT3_A_r.fasta	pssm/2OT3_A_r.npy	dssp/2OT3_A_r.npy	coords/2OT3_A_r.npz
2OUL_A_l	1	1	1	1	seq/2OUL_A_l.fasta	pssm/2OUL_A_l.npy	dssp/2OUL_A_l.npy	coords/2OUL_A_l.npz
2OUL_A_r	1	1	1	1	seq/2OUL_A_r.fasta	pssm/2OUL_A_r.npy	dssp/2OUL_A_r.npy	coords/2OUL_A_r.npz
2OZA_A_r	1	1	1	1	seq/2OZA_A_r.fasta	pssm/2OZA_A_r.npy	dssp/2OZA_A_r.npy	coords/2OZA_A_r.npz
2OZA_X_l	1	1	1	1	seq/2OZA_X_l.fasta	pssm/2OZA_X_l.npy	dssp/2OZA_X_l.npy	coords/2OZA_X_l.npz
2PCC_A_l	1	1	1	1	seq/2PCC_A_l.fasta	pssm/2PCC_A_l.npy	dssp/2PCC_A_l.npy	coords/2PCC_A_l.npz
